60,B,Y,Y,Y,L,T,K,Y,Y,Y,WM,Y,WL,Y,P
61,A,Y,Y,Y,I,C,G,Y,Y,Y,WM,Y,WL,Y,S
62,B,Y,Y,Y,L,T,G,T,Y,T,WL,T,WL,Y,P
63,B,Y,Y,Y,I,C,K,Y,Y,Y,WL,Y,WM,Y,R
64,C,Y,Y,Y,I,C,G,Y,Y,Y,WL,Y,WL,Y,R
65,B,Y,Y,Y,I,C,G,Y,Y,Y,WL,Y,WL,Y,R
66,B,Y,Y,Y,L,T,G,Y,Y,Y,WL,Y,WL,Y,R
67,B,Y,Y,Y,I,T,K,Y,Y,Y,WL,Y,WL,T,S
68,B,Y,Y,Y,I,C,K,Y,Y,Y,WL,Y,WL,Y,R
69,A,Y,Y,Y,L,T,K,Y,Y,Y,WL,Y,WL,Y,R
70,A,Y,Y,Y,I,C,G,Y,Y,Y,WL,Y,WL,Y,S
71,B,Y,Y,Y,L,T,G,Y,Y,Y,WL,Y,WL,Y,R
72,A,T,Y,Y,I,T,K,Y,Y,Y,WL,Y,WL,Y,R
73,B,Y,Y,Y,I,C,G,Y,Y,Y,WM,Y,WL,Y,R
74,A,Y,Y,Y,I,C,K,Y,Y,Y,WM,Y,WL,Y,S
75,A,Y,Y,Y,I,C,K,Y,Y,T,WL,T,WM,Y,R
76,B,Y,Y,Y,I,C,K,Y,Y,Y,WM,T,WL,Y,R
77,B,Y,Y,Y,L,C,G,Y,T,Y,WL,Y,WL,Y,Q
78,B,Y,Y,Y,L,T,K,Y,Y,Y,WL,T,WL,Y,S
79,B,Y,Y,Y,I,C,K,Y,Y,Y,WL,Y,WL,Y,R
80,C,Y,Y,Y,I,C,G,Y,Y,Y,WL,Y,WL,Y,S
81,B,Y,Y,Y,I,C,G,Y,Y,Y,WL,Y,WL,Y,R
82,A,Y,Y,Y,I,C,G,Y,T,Y,WM,Y,WL,Y,S
83,A,Y,Y,Y,I,C,G,Y,Y,Y,WM,Y,WM,Y,S
84,B,Y,T,Y,I,C,G,T,T,T,WL,T,WL,Y,S
85,B,Y,T,Y,L,C,G,Y,Y,Y,WL,Y,WL,Y,R
86,B,T,Y,Y,I,T,G,Y,Y,Y,WL,Y,WL,Y,R
87,A,Y,Y,Y,I,C,G,Y,Y,Y,WM,Y,WL,Y,R
88,B,Y,Y,Y,L,C,G,Y,T,T,WL,T,WL,Y,R
89,A,Y,Y,Y,L,C,G,T,T,Y,WL,Y,WL,Y,R
90,A,Y,Y,Y,L,T,G,Y,Y,T,WM,Y,WL,Y,Q
91,C,Y,Y,Y,L,C,K,Y,Y,Y,WL,Y,WL,Y,R
92,A,Y,Y,Y,I,C,G,Y,Y,Y,WL,Y,WL,Y,R
93,B,Y,Y,Y,I,C,K,T,Y,T,WL,Y,WL,T,Q
94,A,Y,Y,Y,L,T,K,T,Y,T,WL,T,WL,Y,Q
95,A,Y,Y,Y,I,C,G,Y,Y,Y,WL,Y,WL,Y,Q
96,B,Y,Y,Y,I,C,G,Y,Y,Y,WL,Y,WL,Y,R
97,A,Y,Y,Y,I,C,K,Y,Y,Y,WM,Y,WL,T,R
98,A,T,Y,Y,I,C,K,T,Y,Y,WM,T,WL,T,R
99,B,Y,Y,Y,I,C,K,Y,T,Y,WL,Y,WL,T,R
100,B,Y,Y,Y,I,T,K,Y,T,T,WL,Y,WM,Y,R
101,B,Y,Y,Y,L,C,G,Y,Y,Y,WM,Y,WM,Y,S
102,B,Y,Y,Y,L,C,G,Y,Y,Y,WM,Y,WM,Y,S
103,A,Y,Y,Y,L,C,G,Y,Y,Y,WL,Y,WL,Y,S
104,B,Y,Y,Y,I,T,G,Y,Y,Y,WL,Y,WL,Y,S
